360000.017099	-69.7897 128.767
361000.017147	-77.004 136.52
362000.017194	-80.7965 130.054
363000.017242	-76.3265 133.046
364000.017289	-52.7819 145.935
365000.017337	-78.7032 156.593
366000.017384	-77.5945 148.06
367000.017432	-73.0659 139.282
368000.017479	-62.2227 133.575
369000.017527	-70.9948 137.86
370000.017574	-70.2896 117.434
371000.017622	-66.4256 141.32
372000.017669	-70.5121 126.8
373000.017717	-73.0861 137.151
374000.017764	-69.2547 140.26
375000.017812	-90.435 143.29
376000.017859	-58.0498 142.009
377000.017907	-74.9365 142.884
378000.017954	-78.3431 121.459
379000.018002	-76.3585 123.59
380000.018049	-63.7067 141.852
381000.018097	-78.0453 135.699
382000.018144	-64.8352 133.115
383000.018192	-74.126 140.98
384000.018239	-74.2135 137.215
385000.018287	-74.446 125.193
386000.018334	-75.9829 144.059
387000.018382	-81.2441 124.977
388000.018429	-72.3208 132.223
389000.018477	-85.0778 137.805
390000.018524	-77.9968 149.508
391000.018572	-81.7133 132.085
392000.018619	-75.2166 128.412
393000.018666	-88.6457 142.096
394000.018714	-61.9698 147.66
395000.018761	-73.0986 147.367
396000.018809	-65.2088 143.178
397000.018856	-73.1487 151.242
398000.018904	-65.5149 126.041
399000.018951	-67.6109 147.639
400000.018999	-68.7623 137.681
401000.019046	-70.9131 141.506
402000.019094	-81.8858 136.335
403000.019141	-63.3749 132.818
404000.019189	-77.826 141.493
405000.019236	-75.8991 133.493
406000.019284	-77.5684 132.282
407000.019331	-72.6466 132.673
408000.019379	-78.1841 136.573
409000.019426	-65.2327 137.875
410000.019474	-63.2507 141.636
411000.019521	-75.4911 134.805
412000.019569	-76.2463 120.402
413000.019616	-82.5166 138.999
414000.019664	-65.1049 138.261
415000.019711	-74.9462 129.542
416000.019759	-66.7371 138.706
417000.019806	-71.5746 132.988
418000.019854	-79.654 136.383
419000.019901	-67.9753 138.078
420000.019949	-72.076 131.494
421000.019996	-72.7127 137.09
422000.020044	-64.1453 138.481
423000.020091	-69.3806 146.545
424000.020139	-83.2421 150.792
425000.020186	-72.4313 133.632
426000.020234	-72.8086 114.272
427000.020281	-88.4314 140.516
428000.020329	-56.7709 142.503
429000.020376	-71.0545 117.274
430000.020424	-67.6609 137.506
431000.020471	-57.5133 129.24
432000.020519	-61.8487 135.819
433000.020566	-68.0514 143.056
434000.020614	-86.0351 125.794
435000.020661	-83.8995 128.291
436000.020709	-64.4998 134.332
437000.020756	-58.3202 127.961
438000.020804	-59.6557 142.618
439000.020851	-69.4707 130.409
440000.020899	-66.983 143.143
441000.020946	-78.973 133.123
442000.020994	-75.3235 135.962
443000.021041	-69.1787 147.7
444000.021089	-83.1535 133.703
445000.021136	-85.5427 123.77
446000.021184	-70.7359 135.162
447000.021231	-70.6214 126.228
448000.021279	-74.503 128.779
449000.021326	-63.5083 124.2
450000.021374	-71.7022 129.233
451000.021421	-64.879 132.129
452000.021469	-71.5222 144.751
453000.021516	-63.4135 143.527
454000.021564	-62.549 139.016
455000.021611	-66.7344 126.898
456000.021659	-76.5698 147.471
457000.021706	-73.6121 141.163
458000.021754	-88.0481 139.879
459000.021801	-64.9917 147.055
460000.021849	-80.5038 141.004
461000.021896	-72.2916 124.387
462000.021944	-73.1805 143.165
463000.021991	-76.1661 140.307
464000.022039	-83.4245 140.202
465000.022086	-65.0211 131.845
466000.022134	-72.6478 125.6
467000.022181	-75.7168 138.771
468000.022229	-66.445 145.764
469000.022276	-54.0479 126.515
470000.022324	-75.9646 143.534
471000.022371	-70.924 142.656
472000.022419	-76.1511 148.45
473000.022466	-79.6699 133.643
474000.022514	-85.3029 163.209
475000.022561	-75.0086 136.265
476000.022609	-57.1665 121.82
477000.022656	-66.5685 141.078
478000.022704	-82.5845 139.891
479000.022751	-72.0654 126.627
480000.022799	-80.9151 136.854
