240000.011399	-172.482 -41.9795
241000.011447	-150.346 -54.9285
242000.011494	-156.403 -26.4991
243000.011542	-159.342 -46.4332
244000.011589	-162.378 -43.1637
245000.011637	-158.676 -36.0586
246000.011684	-165.001 -36.9302
247000.011732	-158.508 -50.606
248000.011779	-154.432 -34.9223
249000.011827	-157.927 -40.9562
250000.011874	-163.21 -62.0205
251000.011922	-166.666 -32.6917
252000.011969	-156.109 -36.2102
253000.012017	-158.517 -26.7687
254000.012064	-160.286 -45.3067
255000.012112	-163.174 -41.7837
256000.012159	-153.294 -43.1474
257000.012207	-155.568 -44.4045
258000.012254	-143.176 -44.3537
259000.012302	-160.422 -52.9691
260000.012349	-169.951 -37.7442
261000.012397	-145.722 -60.111
262000.012444	-142.146 -44.1197
263000.012492	-162.747 -35.2854
264000.012539	-154.903 -29.8712
265000.012587	-139.054 -51.847
266000.012634	-148.13 -41.0724
267000.012682	-148.306 -43.0678
268000.012729	-156.935 -47.9419
269000.012777	-167.193 -41.9633
270000.012824	-163.047 -35.1522
271000.012872	-149.927 -57.7005
272000.012919	-144.327 -34.2974
273000.012967	-149.843 -45.2676
274000.013014	-158.695 -47.1308
275000.013062	-151.105 -45.365
276000.013109	-148.643 -40.7676
277000.013157	-152.724 -36.9173
278000.013204	-157.618 -48.3421
279000.013252	-165.947 -37.9247
280000.013299	-157.608 -46.7744
281000.013347	-154.452 -42.1541
282000.013394	-151.276 -49.2731
283000.013442	-151.67 -46.9674
284000.013489	-156.619 -48.0375
285000.013537	-157.146 -38.0483
286000.013584	-160.293 -42.8821
287000.013632	-148.801 -43.048
288000.013679	-168.337 -48.2876
289000.013727	-152.218 -49.8948
290000.013774	-157.564 -38.2251
291000.013822	-154.201 -33.3507
292000.013869	-152.433 -24.619
293000.013917	-158.944 -50.6251
294000.013964	-160.496 -34.7399
295000.014012	-160.858 -35.9975
296000.014059	-154.931 -32.1019
297000.014107	-157.206 -43.5983
298000.014154	-150.964 -48.7619
299000.014202	-159.638 -39.0086
300000.014249	-150.735 -28.7644
301000.014297	-155.769 -44.0353
302000.014344	-159.44 -31.8895
303000.014392	-147.9 -43.0155
304000.014439	-156.01 -44.1276
305000.014487	-146.508 -47.3503
306000.014534	-149.585 -46.1577
307000.014582	-167.288 -44.9784
308000.014629	-153.531 -39.7967
309000.014677	-143.059 -44.3469
310000.014724	-155.55 -54.6159
311000.014772	-151.996 -42.7407
312000.014819	-162.081 -55.3962
313000.014867	-160.192 -48.4567
314000.014914	-161.188 -48.0834
315000.014962	-155.746 -34.2924
316000.015009	-153.555 -57.2517
317000.015057	-138.881 -49.8631
318000.015104	-136.784 -63.1161
319000.015152	-152.183 -51.2754
320000.015199	-151.989 -48.2127
321000.015247	-151.535 -34.1694
322000.015294	-151.819 -37.3833
323000.015342	-138.52 -51.9085
324000.015389	-154.919 -37.5867
325000.015437	-147.021 -51.8958
326000.015484	-155.978 -33.6301
327000.015532	-150.172 -55.3307
328000.015579	-150.778 -39.3134
329000.015627	-149.346 -41.3142
330000.015674	-154.758 -44.0731
331000.015722	-154.985 -41.035
332000.015769	-156.731 -45.0906
333000.015817	-148.106 -53.0444
334000.015864	-140.373 -37.2628
335000.015912	-155.818 -37.018
336000.015959	-169.874 -42.8731
337000.016007	-152.055 -50.6333
338000.016054	-145.687 -46.2747
339000.016102	-158.096 -49.457
340000.016149	-155.558 -31.2033
341000.016197	-152.825 -39.5586
342000.016244	-161.338 -44.8121
343000.016292	-157.636 -46.1053
344000.016339	-163.218 -41.4184
345000.016387	-149.114 -58.5714
346000.016434	-148.367 -40.6213
347000.016482	-156.65 -48.7649
348000.016529	-155.206 -28.0342
349000.016577	-150.897 -40.0013
350000.016624	-145.701 -36.9649
351000.016672	-157.214 -56.1363
352000.016719	-145.478 -36.3406
353000.016767	-156.208 -40.8133
354000.016814	-143.203 -50.814
355000.016862	-159.303 -42.5134
356000.016909	-139.756 -43.3368
357000.016957	-157.059 -43.0675
358000.017004	-160.04 -44.5116
359000.017052	-167.276 -27.3451
360000.017099	-149.483 -32.8269
