120000.005700	-70.5025 -52.0805
121000.005747	-81.5297 -44.9981
122000.005795	-76.419 -40.2793
123000.005842	-80.3803 -51.619
124000.005890	-83.4376 -42.1422
125000.005937	-91.2401 -38.7038
126000.005985	-80.0772 -42.2644
127000.006032	-79.5647 -22.1125
128000.006080	-84.4602 -33.4129
129000.006127	-61.5216 -49.9482
130000.006175	-82.4473 -44.8371
131000.006222	-74.7984 -27.2364
132000.006270	-85.4208 -23.0843
133000.006317	-68.954 -46.0615
134000.006365	-80.4072 -36.3961
135000.006412	-65.0235 -45.7438
136000.006460	-81.9513 -34.169
137000.006507	-73.5008 -39.8119
138000.006555	-87.0792 -33.3738
139000.006602	-76.939 -33.8142
140000.006650	-78.8941 -45.0496
141000.006697	-74.1968 -49.6805
142000.006745	-71.3876 -53.7179
143000.006792	-72.8705 -48.3118
144000.006840	-78.7361 -44.9759
145000.006887	-89.2905 -41.6192
146000.006935	-78.6226 -38.23
147000.006982	-77.3438 -35.1276
148000.007030	-82.1396 -32.5426
149000.007077	-72.9124 -32.5887
150000.007125	-76.1116 -43.4261
151000.007172	-81.6882 -41.2603
152000.007220	-81.574 -38.1906
153000.007267	-85.1575 -34.3142
154000.007315	-84.2234 -38.7215
155000.007362	-74.8517 -37.8848
156000.007410	-76.1069 -34.2744
157000.007457	-92.7801 -17.2539
158000.007505	-83.3455 -30.6578
159000.007552	-86.2138 -40.5406
160000.007600	-87.992 -27.2453
161000.007647	-83.319 -38.8374
162000.007695	-64.9534 -44.7947
163000.007742	-93.6229 -37.0852
164000.007790	-88.5079 -34.3507
165000.007837	-79.407 -42.9537
166000.007885	-74.051 -48.832
167000.007932	-85.3841 -37.7797
168000.007980	-90.7223 -30.0729
169000.008027	-71.9145 -42.3281
170000.008075	-77.7125 -45.8851
171000.008122	-76.5156 -32.66
172000.008170	-96.8089 -36.9902
173000.008217	-69.7172 -40.4931
174000.008265	-80.5148 -33.2733
175000.008312	-85.1681 -41.7703
176000.008360	-78.2361 -32.3182
177000.008407	-85.6572 -36.8073
178000.008455	-87.8475 -28.1328
179000.008502	-70.5418 -45.6399
180000.008550	-78.6694 -42.3841
181000.008597	-74.0979 -37.2682
182000.008645	-66.0071 -41.9443
183000.008692	-78.1109 -44.0959
184000.008740	-75.7481 -39.6508
185000.008787	-85.8534 -41.4798
186000.008835	-77.7298 -32.602
187000.008882	-69.9253 -59.1165
188000.008930	-74.2186 -44.8224
189000.008977	-69.2245 -44.6133
190000.009025	-57.1433 -45.7171
191000.009072	-74.5258 -34.3736
192000.009120	-83.1147 -26.8265
193000.009167	-75.0308 -35.898
194000.009215	-65.7083 -50.0935
195000.009262	-93.1792 -27.466
196000.009310	-73.3765 -37.9899
197000.009357	-81.3511 -28.3248
198000.009404	-75.2143 -36.8364
199000.009452	-73.7325 -36.1581
200000.009499	-63.2495 -41.4017
201000.009547	-83.4418 -33.4647
202000.009594	-75.6283 -34.2262
203000.009642	-81.7295 -42.0009
204000.009689	-75.4729 -39.6982
205000.009737	-82.4391 -25.9047
206000.009784	-61.4435 -35.5182
207000.009832	-81.1242 -33.3437
208000.009879	-67.5821 -48.9968
209000.009927	-77.4891 -36.1257
210000.009974	-88.7669 -27.1344
211000.010022	-59.014 -54.8851
212000.010069	-88.4973 -42.5253
213000.010117	-77.9292 -29.0842
214000.010164	-82.7636 -37.3217
215000.010212	-81.3732 -18.3613
216000.010259	-94.6258 -39.513
217000.010307	-91.4446 -27.9831
218000.010354	-80.8008 -40.2804
219000.010402	-79.8148 -37.5766
220000.010449	-78.2963 -36.6991
221000.010497	-78.2024 -31.6677
222000.010544	-76.7505 -39.2571
223000.010592	-82.1169 -42.6438
224000.010639	-74.8535 -38.5809
225000.010687	-83.6599 -32.6839
226000.010734	-60.1329 -42.3517
227000.010782	-74.9432 -38.8052
228000.010829	-72.8213 -47.611
229000.010877	-83.942 -34.9406
230000.010924	-91.8231 -30.6633
231000.010972	-81.7425 -42.0987
232000.011019	-78.5929 -46.8416
233000.011067	-73.2835 -41.8525
234000.011114	-89.9512 -29.6499
235000.011162	-74.8183 -43.9356
236000.011209	-84.26 -34.4069
237000.011257	-84.4667 -37.0201
238000.011304	-63.2555 -34.5468
239000.011352	-85.2492 -38.2274
240000.011399	-69.2057 -46.7005
