860000.040848	-82.935 137.977
861000.040895	-92.945 131.845
862000.040943	-92.5219 128.997
863000.040990	-117.202 134.399
864000.041038	-102.718 129.178
865000.041085	-88.3721 144.706
866000.041133	-97.9454 129.86
867000.041180	-91.2633 130.23
868000.041228	-79.2791 138.575
869000.041275	-109.137 133.084
870000.041323	-88.5641 144.486
871000.041370	-93.2364 151.532
872000.041418	-72.1375 149.675
873000.041465	-94.1411 151.29
874000.041513	-86.6195 140.994
875000.041560	-85.4817 156.76
876000.041608	-104.811 149.945
877000.041655	-105.842 142.846
878000.041703	-96.6932 142.037
879000.041750	-82.5781 131.029
880000.041798	-96.7518 136.014
881000.041845	-103.714 119.488
882000.041893	-89.833 127.899
883000.041940	-118.143 146.012
884000.041988	-120.237 132.691
885000.042035	-86.0602 143.778
886000.042083	-89.0611 137.241
887000.042130	-90.3873 144.59
888000.042178	-97.7683 129.659
889000.042225	-106.117 118.546
890000.042273	-97.5768 140.568
891000.042320	-94.0366 144.171
892000.042368	-100.63 126.036
893000.042415	-100.822 133.85
894000.042463	-108.691 131.294
895000.042510	-87.9234 127.059
896000.042558	-101.791 146.611
897000.042605	-98.9024 130.463
898000.042653	-122.211 121.999
899000.042700	-97.6602 136.151
900000.042748	-99.3072 125.958
901000.042795	-101.189 138.736
902000.042843	-80.0866 143.728
903000.042890	-135.448 156.028
904000.042938	-87.1424 131.372
905000.042985	-90.0905 143.335
906000.043033	-102.794 151.677
907000.043080	-86.2251 127.639
908000.043128	-98.7066 151.307
909000.043175	-116.115 131.35
910000.043223	-103.504 134.467
911000.043270	-124.92 134.169
912000.043318	-87.6856 139.542
913000.043365	-109.497 131.18
914000.043413	-108.234 146.332
915000.043460	-80.4516 132.761
916000.043508	-79.3405 140.537
917000.043555	-90.9931 133.408
918000.043603	-96.5026 142.343
919000.043650	-99.1769 155.392
920000.043698	-96.2521 131.149
921000.043745	-90.673 131.386
922000.043793	-105.869 129.957
923000.043840	-86.5777 130.803
924000.043888	-77.5324 139.859
925000.043935	-101.533 146.611
926000.043983	-91.4316 159.826
927000.044030	-80.6795 132.047
928000.044078	-91.5021 143.215
929000.044125	-91.7463 136.661
930000.044173	-106.868 145.161
931000.044220	-87.4517 130.254
932000.044268	-103.454 148.507
933000.044315	-104.371 145.603
934000.044363	-99.1198 127.862
935000.044410	-101.996 135.284
936000.044458	-86.2722 125.229
937000.044505	-111.126 129.742
938000.044553	-104.277 141.138
939000.044600	-114.076 130.922
940000.044648	-105.667 157.072
941000.044695	-92.8134 133.653
942000.044743	-103.797 130.949
943000.044790	-99.806 124.418
944000.044838	-98.9277 132.56
945000.044885	-97.7019 123.154
946000.044933	-92.6509 134.377
947000.044980	-84.2306 137.804
948000.045028	-96.3056 144.718
949000.045075	-98.7604 125.578
950000.045123	-110.918 137.156
951000.045170	-95.821 147.607
952000.045218	-112.028 129.954
953000.045265	-76.0694 133.645
954000.045313	-105.019 139.067
955000.045360	-93.1255 121.356
956000.045408	-136.362 120.271
957000.045455	-110.442 139.579
958000.045503	-125.575 141.019
959000.045550	-97.2339 127.132
960000.045598	-98.627 133.901
961000.045645	-84.1054 142.548
962000.045693	-111.544 140.572
963000.045740	-115.034 140.555
964000.045788	-110.958 145.407
965000.045835	-95.2425 152.397
966000.045883	-87.6796 138.01
967000.045930	-84.5635 153.936
968000.045978	-89.6006 140.148
969000.046025	-96.8285 139.401
970000.046073	-86.0492 146.379
971000.046120	-84.2205 139.095
972000.046168	-91.4907 149.045
973000.046215	-92.1924 143.248
974000.046263	-97.581 128.422
975000.046310	-98.8197 135.803
976000.046358	-87.1693 146.173
977000.046405	-99.433 129.775
978000.046453	-114.86 135.972
979000.046500	-100.99 131.053
980000.046548	-90.9427 144.555
