120000.005700	-136.207 55.9739
121000.005747	-138.283 47.689
122000.005795	-144.63 52.3035
123000.005842	-151.098 39.0661
124000.005890	-137.95 53.3229
125000.005937	-145.337 38.1351
126000.005985	-140.962 51.9673
127000.006032	-145.892 57.9787
128000.006080	-139.863 53.3305
129000.006127	-146.039 53.0704
130000.006175	-144.909 45.8165
131000.006222	-143.144 50.121
132000.006270	-141.779 42.9853
133000.006317	-136.187 39.2435
134000.006365	-147.03 47.1637
135000.006412	-146.203 55.2827
136000.006460	-147.391 46.6852
137000.006507	-140.995 43.7073
138000.006555	-131.765 55.7878
139000.006602	-145.632 53.5175
140000.006650	-137.72 57.8533
141000.006697	-130.205 41.7795
142000.006745	-144.789 31.7642
143000.006792	-141.08 38.2452
144000.006840	-130.917 46.3385
145000.006887	-146.99 44.1094
146000.006935	-142.25 62.7115
147000.006982	-136.905 53.2342
148000.007030	-151.357 48.3929
149000.007077	-160.478 46.4088
150000.007125	-135.936 47.4685
151000.007172	-125.392 43.7849
152000.007220	-133.389 59.8356
153000.007267	-148.678 38.9403
154000.007315	-141.387 56.3294
155000.007362	-142.116 61.4252
156000.007410	-136.166 38.809
157000.007457	-132.154 50.3221
158000.007505	-139.015 43.9051
159000.007552	-138.21 64.9296
160000.007600	-141.887 50.2922
161000.007647	-149.797 59.8379
162000.007695	-144.827 55.809
163000.007742	-147.492 50.6896
164000.007790	-139.916 50.1972
165000.007837	-145.861 58.4365
166000.007885	-133.268 54.9222
167000.007932	-144.693 67.0472
168000.007980	-140.143 60.0417
169000.008027	-137.219 42.8901
170000.008075	-140.552 34.0828
171000.008122	-139.908 42.106
172000.008170	-144.194 58.4629
173000.008217	-146.893 52.3714
174000.008265	-145.59 66.1578
175000.008312	-127.956 41.7286
176000.008360	-140.556 43.6546
177000.008407	-140.856 48.6475
178000.008455	-142.365 41.7232
179000.008502	-134.397 36.874
180000.008550	-158.957 62.7832
181000.008597	-144.899 67.9306
182000.008645	-125.428 39.2747
183000.008692	-131.967 39.4459
184000.008740	-146.28 45.1994
185000.008787	-134.552 45.1685
186000.008835	-127.222 58.7143
187000.008882	-150.936 55.3402
188000.008930	-134.938 65.1063
189000.008977	-143.313 42.36
190000.009025	-145.167 54.326
191000.009072	-140.248 48.2493
192000.009120	-137.861 56.6924
193000.009167	-131.46 62.4646
194000.009215	-145.32 50.1828
195000.009262	-143.766 55.842
196000.009310	-144.485 62.1854
197000.009357	-143.29 42.6754
198000.009404	-150.539 47.7967
199000.009452	-146.398 47.036
200000.009499	-129.34 54.7218
201000.009547	-140.421 52.462
202000.009594	-140.13 46.4858
203000.009642	-142.703 48.4549
204000.009689	-133.858 58.3131
205000.009737	-146.326 51.6762
206000.009784	-139.704 60.2342
207000.009832	-131.966 43.1375
208000.009879	-140.106 61.0009
209000.009927	-135.892 46.5849
210000.009974	-150.85 66.6369
211000.010022	-145.455 47.9672
212000.010069	-154.811 58.893
213000.010117	-138.856 49.3193
214000.010164	-135.45 60.5331
215000.010212	-146.251 69.1622
216000.010259	-137.712 54.0804
217000.010307	-153.358 58.7647
218000.010354	-134.198 55.8352
219000.010402	-131.478 56.8885
220000.010449	-148.128 51.9477
221000.010497	-145.659 58.1124
222000.010544	-128.589 49.7283
223000.010592	-138.788 55.3234
224000.010639	-138.164 49.5925
225000.010687	-133.357 51.145
226000.010734	-143.502 44.2851
227000.010782	-131.073 52.4619
228000.010829	-139.962 48.7059
229000.010877	-155.916 52.2604
230000.010924	-128.1 53.3723
231000.010972	-139.083 36.1677
232000.011019	-150.308 72.5396
233000.011067	-141.096 42.9096
234000.011114	-126.953 56.8189
235000.011162	-137.495 50.7873
236000.011209	-142.708 46.3647
237000.011257	-140.801 48.6899
238000.011304	-141.07 48.7468
239000.011352	-137.918 47.9431
240000.011399	-141.064 51.5793
