0.000000	-63.7291 131.939
1000.000047	-61.0853 137.862
2000.000095	-54.7474 121.05
3000.000142	-45.0125 132.747
4000.000190	-67.6017 148.061
5000.000237	-58.8019 126.352
6000.000285	-62.7336 142.964
7000.000332	-52.1336 132.123
8000.000380	-59.8461 132.801
9000.000427	-60.1884 129.455
10000.000475	-59.6511 133.489
11000.000522	-61.7153 133.827
12000.000570	-50.5318 126.885
13000.000617	-64.7309 141.581
14000.000665	-56.9017 141.595
15000.000712	-68.6494 142.125
16000.000760	-67.6684 132.828
17000.000807	-63.07 141.084
18000.000855	-60.7467 124.089
19000.000902	-49.4103 135.244
20000.000950	-60.6214 141.378
21000.000997	-62.8884 130.041
22000.001045	-62.7317 135.178
23000.001092	-61.2129 134.112
24000.001140	-64.0735 136.905
25000.001187	-60.9826 133.32
26000.001235	-58.1721 134.949
27000.001282	-60.8773 132.432
28000.001330	-49.7003 128.474
29000.001377	-52.3254 131.907
30000.001425	-56.4773 139.283
31000.001472	-62.1485 137.103
32000.001520	-57.9442 133.518
33000.001567	-56.6257 135.249
34000.001615	-56.0776 129.811
35000.001662	-55.8509 137.342
36000.001710	-69.4937 140.371
37000.001757	-56.5924 130.445
38000.001805	-65.5435 134.01
39000.001852	-61.302 140.244
40000.001900	-49.4769 126.469
41000.001947	-58.9764 139.523
42000.001995	-63.5362 136.606
43000.002042	-65.5055 140.776
44000.002090	-56.6622 137.044
45000.002137	-59.1439 132.167
46000.002185	-55.2149 136.508
47000.002232	-56.1049 125.567
48000.002280	-68.6952 130.955
49000.002327	-62.2463 144.969
50000.002375	-62.8007 133.054
51000.002422	-54.5304 133.458
52000.002470	-56.7733 137.621
53000.002517	-59.752 132.035
54000.002565	-56.7479 138.146
55000.002612	-72.2013 146.901
56000.002660	-59.6409 132.657
57000.002707	-64.0587 131.899
58000.002755	-56.6301 134.28
59000.002802	-63.2925 137.349
60000.002850	-57.9645 132.736
61000.002897	-70.7696 136.639
62000.002945	-63.2801 142.741
63000.002992	-57.3077 134.022
64000.003040	-55.624 134.02
65000.003087	-50.7791 128.869
66000.003135	-64.2739 137.628
67000.003182	-63.1246 138.795
68000.003230	-47.3626 124.066
69000.003277	-53.94 130.824
70000.003325	-59.4166 128.879
71000.003372	-68.1768 132.812
72000.003420	-60.7052 131.45
73000.003467	-70.2234 137.246
74000.003515	-59.1248 128.872
75000.003562	-64.5659 129.573
76000.003610	-61.2375 145.955
77000.003657	-53.2052 126.793
78000.003705	-69.5095 134.349
79000.003752	-62.3454 129.805
80000.003800	-65.1176 128.222
81000.003847	-54.3549 134.155
82000.003895	-57.5219 137.125
83000.003942	-58.6348 133.298
84000.003990	-59.1503 129.821
85000.004037	-61.0946 135.214
86000.004085	-47.39 122.936
87000.004132	-60.305 128.538
88000.004180	-56.5765 133.499
89000.004227	-65.2225 141.4
90000.004275	-62.575 137.716
91000.004322	-62.0533 140.118
92000.004370	-59.9754 137.045
93000.004417	-60.0679 127.932
94000.004465	-55.3554 128.118
95000.004512	-64.5318 129.491
96000.004560	-54.4966 133.16
97000.004607	-58.0004 134.995
98000.004655	-45.1658 128.387
99000.004702	-61.1405 139.249
100000.004750	-63.3226 135.158
101000.004797	-68.4707 141.305
102000.004845	-50.0525 132.994
103000.004892	-72.8192 139.002
104000.004940	-52.7595 127.355
105000.004987	-60.4926 143.868
106000.005035	-63.161 139.276
107000.005082	-57.6569 135.07
108000.005130	-66.1132 130.166
109000.005177	-59.345 130.299
110000.005225	-60.2847 134.973
111000.005272	-66.6838 138.105
112000.005320	-64.1378 135.691
113000.005367	-54.3038 129.418
114000.005415	-57.1856 135.679
115000.005462	-60.0848 125.775
116000.005510	-57.1007 139.348
117000.005557	-58.1556 132.171
118000.005605	-63.1635 134.249
119000.005652	-62.3733 130.666
120000.005700	-64.2236 132.85
